TransactionID,ReferenceNumber,CustomerID,CustomerName,AccountNumber,IBAN,Amount,Currency,TransactionType,Merchant,MerchantCategoryCode,City,Region,Country,Date,Time,IPAddress,Device,DeviceFingerprint,Browser,OperatingSystem,AccountAgeDays,PreviousTransactions24h,AverageCustomerSpend,FirstTimeMerchant,VelocityThresholdTriggered,VPNRegionalMismatch,ProxyVPNDetected,UnusualAmountDeviation,RiskScore,Status
TXN-000083,REF-202600083,CUST-10083,Omar Aldossari,SA73-54482293,SA97518820040166786924509,2875.46,SAR,ATM Withdrawal,Noon,5399,Madinah,Madinah,Saudi Arabia,2026-05-18,16:23,10.4.197.60,Samsung S24,fp-194691-492,Firefox,Windows 11,1353,0,450,No,No,No,No,Yes,17,Normal
TXN-000084,REF-202600084,CUST-10084,Rania Alenezi,SA49-72411445,SA20134702266195932661753,701.57,SAR,Credit,Tamimi Markets,5411,Jeddah,Makkah,Saudi Arabia,2026-07-06,17:48,10.253.196.134,Alinma Mobile App,fp-589979-700,Safari,macOS,2484,0,700,Yes,No,No,No,No,15,Normal
TXN-000085,REF-202600085,CUST-10085,Saad Aldossari,SA15-70684484,SA21236767617822855637522,15000,USD,Online Payment,Unverified Electronics,5732,Abha,Asir,Saudi Arabia,2026-05-20,20:01,185.174.64.71,New Android Device,fp-246475-495,Firefox,Windows 11,28,7,2500,Yes,Yes,No,Yes,No,91,Critical
TXN-000086,REF-202600086,CUST-10086,Noura Alenezi,SA74-51832758,SA15209602157905680562565,75000,USD,ATM Withdrawal,Unknown Crypto Exchange,6051,Dhahran,Eastern Province,Saudi Arabia,2026-07-09,12:26,185.247.218.21,Rooted Device,fp-776243-166,Chrome,Windows 11,23,5,700,Yes,Yes,Yes,Yes,Yes,99,Critical
TXN-000087,REF-202600087,CUST-10087,Abeer Alqahtani,SA21-86863549,SA77219557706671431428233,256.3,SAR,Credit,Noon,5399,Dhahran,Eastern Province,Saudi Arabia,2026-05-09,04:11,10.75.3.206,Samsung S24,fp-270262-919,Edge,Android,3420,4,450,No,No,No,No,No,16,Normal
TXN-000088,REF-202600088,CUST-10088,Omar Aldossari,SA31-90269801,SA92530469715200854841365,1277.65,SAR,Debit,Noon,5399,Dhahran,Eastern Province,Saudi Arabia,2026-05-07,18:39,10.18.232.250,Known Web Browser,fp-957917-185,Firefox,Linux,3306,2,1800,No,No,No,No,No,19,Normal
TXN-000089,REF-202600089,CUST-10089,Maha Alotaibi,SA70-46706365,SA68695931685033941745768,1005.74,SAR,Credit,Al Othaim,5411,Jeddah,Makkah,Saudi Arabia,2026-05-04,13:39,10.30.139.26,iPhone 15,fp-853632-315,Mobile App,macOS,2852,0,250,No,No,No,No,Yes,15,Normal
TXN-000090,REF-202600090,CUST-10090,Rania Almutairi,SA55-18526385,SA42884790268599576800882,4171.41,SAR,ATM Withdrawal,Apple Store,5732,Abha,Asir,Saudi Arabia,2026-05-10,00:18,10.20.146.44,iPhone 14 Pro,fp-988221-585,Chrome,Android,2042,4,450,Yes,No,No,No,Yes,27,Normal
TXN-000091,REF-202600091,CUST-10091,Ahmed Alenezi,SA90-46702343,SA21493465916880247901557,98.37,SAR,Transfer,Apple Store,5732,Abha,Asir,Saudi Arabia,2026-06-10,17:01,10.231.37.148,iPhone 14 Pro,fp-146472-482,Mobile App,macOS,978,4,1800,No,No,No,No,No,28,Normal
TXN-000092,REF-202600092,CUST-10092,Omar Alzahrani,SA19-46031502,SA50915238414820775011539,785.18,SAR,Transfer,Tamimi Markets,5411,Makkah,Makkah,Saudi Arabia,2026-06-28,23:45,10.34.7.160,iPhone 15,fp-833158-986,Firefox,macOS,2625,4,700,Yes,No,No,No,No,29,Normal
TXN-000093,REF-202600093,CUST-10093,Ahmed Alqahtani,SA59-54695835,SA94178209618764213592846,688.41,SAR,Transfer,Alinma ATM,6011,Madinah,Madinah,Saudi Arabia,2026-07-02,10:27,10.173.9.214,Samsung S24,fp-607996-883,Firefox,Android,937,1,700,No,No,No,No,No,31,Normal
TXN-000094,REF-202600094,CUST-10094,Noura Alenezi,SA89-35501603,SA84490184097147339229814,420.13,USD,Debit,SASCO,5541,Riyadh,Riyadh,Saudi Arabia,2026-06-09,10:03,10.137.135.173,Samsung S24,fp-764348-260,Mobile App,Windows 11,2816,1,1800,No,No,No,No,No,23,Normal
TXN-000095,REF-202600095,CUST-10095,Khalid Almutairi,SA35-36181910,SA89357890953315279337016,54.75,AED,ATM Withdrawal,Jarir Bookstore,5942,Riyadh,Riyadh,Saudi Arabia,2026-06-25,13:23,10.138.188.245,Known Web Browser,fp-502263-692,Chrome,Windows 11,805,3,1200,No,No,No,No,No,22,Normal
TXN-000096,REF-202600096,CUST-10096,Lama Aldossari,SA21-82819871,SA69108153909009506924940,125.23,SAR,Online Payment,Jarir Bookstore,5942,Riyadh,Riyadh,Saudi Arabia,2026-07-08,16:28,10.110.119.134,Samsung S24,fp-254226-901,Firefox,macOS,2959,2,700,No,No,No,No,No,25,Normal
TXN-000097,REF-202600097,CUST-10097,Rania Alshammari,SA82-23399913,SA43352285981814039858842,62.56,SAR,Transfer,STC Pay,4829,Dhahran,Eastern Province,Saudi Arabia,2026-06-03,08:59,10.201.83.124,Alinma Mobile App,fp-736520-145,Firefox,iOS,2031,1,1200,Yes,No,No,No,No,24,Normal
TXN-000098,REF-202600098,CUST-10098,Mohammed Almutairi,SA39-88946686,SA53469700585443383947657,3044.46,SAR,Transfer,Alinma ATM,6011,Riyadh,Riyadh,Saudi Arabia,2026-05-25,07:18,10.29.15.156,Alinma Mobile App,fp-493019-121,Chrome,Linux,767,4,250,No,No,No,No,Yes,40,Normal
TXN-000099,REF-202600099,CUST-10099,Khalid Aldossari,SA60-88667036,SA91717211128612983432465,127.31,SAR,Debit,Al Othaim,5411,Abha,Asir,Saudi Arabia,2026-06-27,03:31,10.39.199.6,Known Web Browser,fp-571019-563,Edge,Android,1051,0,450,No,No,No,No,No,30,Normal
TXN-000100,REF-202600100,CUST-10100,Huda Alqahtani,SA35-93554296,SA15726613416688821665993,2761.83,SAR,Credit,STC Pay,4829,Madinah,Madinah,Saudi Arabia,2026-06-19,07:42,10.126.183.231,Samsung S24,fp-261463-298,Firefox,iOS,1976,0,250,No,No,No,No,Yes,16,Normal
TXN-000101,REF-202600101,CUST-10101,Maha Alqahtani,SA90-11470570,SA73589580241511041960108,178.8,SAR,ATM Withdrawal,Tamimi Markets,5411,Jeddah,Makkah,Saudi Arabia,2026-05-29,02:12,10.47.74.235,Alinma Mobile App,fp-331489-106,Edge,iOS,2200,4,3200,No,No,No,No,No,20,Normal
TXN-000102,REF-202600102,CUST-10102,Lama Alghamdi,SA33-57785138,SA24508695765912156973706,15000,USD,ATM Withdrawal,Elite Workstation Pro,5732,Dammam,Eastern Province,Saudi Arabia,2026-05-16,04:13,185.181.68.161,Unknown Desktop,fp-145269-398,Mobile App,Windows 11,167,17,700,Yes,No,Yes,No,Yes,89,Suspicious
TXN-000103,REF-202600103,CUST-10103,Lama Alzahrani,SA91-40557481,SA18391596222049316844528,1598.95,SAR,Debit,Al Othaim,5411,Jeddah,Makkah,Saudi Arabia,2026-05-23,06:07,10.132.226.55,iPhone 14 Pro,fp-698452-347,Safari,Android,1760,0,1800,No,No,No,No,No,9,Normal
TXN-000104,REF-202600104,CUST-10104,Reem Alsubaie,SA90-40878375,SA69535198198935661101587,741.33,SAR,Transfer,Tamimi Markets,5411,Abha,Asir,Saudi Arabia,2026-05-04,03:24,10.33.149.42,Known Web Browser,fp-631414-128,Chrome,Android,1934,3,450,Yes,No,No,No,No,10,Normal
TXN-000105,REF-202600105,CUST-10105,Maha Alotaibi,SA68-94503647,SA21190497951573454666537,2870.07,AED,ATM Withdrawal,Amazon.sa,5399,Dhahran,Eastern Province,Saudi Arabia,2026-05-14,15:07,10.248.101.161,iPhone 15,fp-184336-399,Safari,Linux,1446,0,1200,No,No,No,No,No,6,Normal
TXN-000106,REF-202600106,CUST-10106,Lama Aldossari,SA78-71713643,SA28260961793305836987591,45000,SAR,Transfer,Unknown Crypto Exchange,6051,Dhahran,Eastern Province,Saudi Arabia,2026-07-06,22:28,185.250.142.95,Unknown Desktop,fp-762336-981,Mobile App,Android,52,16,2500,No,Yes,No,Yes,Yes,87,Suspicious
TXN-000107,REF-202600107,CUST-10107,Noura Alqahtani,SA96-40049818,SA19438857128782796176091,4280.89,SAR,ATM Withdrawal,Noon,5399,Madinah,Madinah,Saudi Arabia,2026-07-01,09:32,10.18.237.169,iPhone 15,fp-911003-342,Chrome,iOS,1350,0,250,No,No,No,No,Yes,28,Normal
TXN-000108,REF-202600108,CUST-10108,Abeer Alshammari,SA77-74372370,SA55826990680345306357797,92.71,AED,ATM Withdrawal,Al Othaim,5411,Riyadh,Riyadh,Saudi Arabia,2026-05-26,15:34,185.86.130.178,Samsung S24,fp-994693-728,Chrome,iOS,1803,0,250,No,No,Yes,No,No,26,Normal
TXN-000109,REF-202600109,CUST-10109,Mohammed Aldossari,SA13-14024668,SA42660768087641751916115,36.75,SAR,Online Payment,Al Othaim,5411,Dammam,Eastern Province,Saudi Arabia,2026-06-23,19:48,10.19.101.229,iPhone 15,fp-913326-885,Chrome,Android,2624,0,3200,Yes,No,No,No,No,23,Normal
TXN-000110,REF-202600110,CUST-10110,Reem Alsubaie,SA53-73915507,SA11562546823783701956314,45000,SAR,ATM Withdrawal,Unknown Crypto Exchange,6051,Madinah,Madinah,Saudi Arabia,2026-05-21,05:03,185.14.153.201,Emulator,fp-988361-627,Mobile App,macOS,97,20,450,Yes,Yes,Yes,Yes,Yes,99,Critical
TXN-000111,REF-202600111,CUST-10111,Omar Alotaibi,SA69-50359378,SA14316134001916577974650,193.29,SAR,Credit,Tamimi Markets,5411,Makkah,Makkah,Saudi Arabia,2026-05-04,10:23,10.79.57.207,iPhone 14 Pro,fp-566907-278,Edge,Linux,700,1,450,No,Yes,No,No,No,36,Normal
TXN-000112,REF-202600112,CUST-10112,Reem Alshammari,SA60-71335984,SA53600308177236764361600,38.56,SAR,Debit,Alinma ATM,6011,Khobar,Eastern Province,Saudi Arabia,2026-05-26,23:13,185.176.117.227,Samsung S24,fp-638853-360,Edge,Windows 11,1988,4,1800,No,No,Yes,No,No,7,Normal
TXN-000113,REF-202600113,CUST-10113,Saad Alqahtani,SA53-49958753,SA73465051255116101837605,1684.37,SAR,Credit,Al Othaim,5411,Madinah,Madinah,Saudi Arabia,2026-05-12,05:50,10.253.129.34,iPhone 15,fp-348849-942,Firefox,Android,2792,1,1200,No,No,No,No,No,23,Normal
TXN-000114,REF-202600114,CUST-10114,Abdullah Alshammari,SA10-39069322,SA22882103594330812590301,712.31,USD,Online Payment,Tamimi Markets,5411,Dhahran,Eastern Province,Saudi Arabia,2026-05-15,10:00,10.31.215.73,Known Web Browser,fp-156118-443,Mobile App,Android,1220,3,250,No,No,No,No,No,29,Normal
TXN-000115,REF-202600115,CUST-10115,Noura Alenezi,SA53-61588747,SA74616446757511626369349,35.25,SAR,Transfer,Al Othaim,5411,Khobar,Eastern Province,Saudi Arabia,2026-05-15,05:10,10.182.187.195,Samsung S24,fp-587021-509,Safari,Linux,1388,0,1800,No,No,No,No,No,12,Normal
TXN-000116,REF-202600116,CUST-10116,Omar Alsubaie,SA54-64849348,SA34781982525515954678984,95.6,SAR,Credit,STC Pay,4829,Jeddah,Makkah,Saudi Arabia,2026-06-24,03:22,10.76.149.156,iPhone 15,fp-828111-600,Mobile App,macOS,2969,1,250,No,No,No,No,No,17,Normal
TXN-000117,REF-202600117,CUST-10117,Abdullah Aldossari,SA19-99448041,SA48838248143413063914739,254.53,AED,Credit,Jarir Bookstore,5942,Jeddah,Makkah,Saudi Arabia,2026-07-08,03:30,10.180.185.235,iPhone 14 Pro,fp-631272-703,Safari,Windows 11,2675,2,250,Yes,No,No,No,No,34,Normal
TXN-000118,REF-202600118,CUST-10118,Yousef Alotaibi,SA24-65391408,SA30672046730772230258583,2480.67,SAR,Transfer,Alinma ATM,6011,Khobar,Eastern Province,Saudi Arabia,2026-05-07,17:48,10.42.177.115,Alinma Mobile App,fp-756910-919,Firefox,Windows 11,2157,2,1200,No,No,No,No,No,22,Normal
TXN-000119,REF-202600119,CUST-10119,Ahmed Aldossari,SA99-28017380,SA34198368297244461845387,28000,AED,Transfer,Offshore Digital Goods,5816,Jeddah,Makkah,Saudi Arabia,2026-05-16,20:52,10.40.149.9,Unknown Desktop,fp-993553-569,Firefox,iOS,42,8,180,Yes,Yes,No,No,Yes,94,Critical
TXN-000120,REF-202600120,CUST-10120,Huda Aldossari,SA15-99851240,SA58137501816290199705554,652.42,SAR,Transfer,STC Pay,4829,Khobar,Eastern Province,Saudi Arabia,2026-05-26,02:39,10.124.21.209,Alinma Mobile App,fp-346041-181,Chrome,Linux,1871,0,1200,No,Yes,No,No,No,32,Normal
TXN-000121,REF-202600121,CUST-10121,Reem Alotaibi,SA89-31841517,SA76661475571591325761090,28000,SAR,ATM Withdrawal,Unverified Electronics,5732,Dhahran,Eastern Province,Saudi Arabia,2026-06-12,12:31,185.26.31.153,Emulator,fp-982011-598,Firefox,Windows 11,164,20,700,Yes,Yes,Yes,Yes,Yes,99,Critical
TXN-000122,REF-202600122,CUST-10122,Rania Alsubaie,SA73-85682165,SA94328420112814850991237,812.0,SAR,Debit,Noon,5399,Jeddah,Makkah,Saudi Arabia,2026-05-03,22:55,10.216.73.36,iPhone 15,fp-442270-378,Chrome,iOS,2958,2,450,No,No,No,No,No,22,Normal
TXN-000123,REF-202600123,CUST-10123,Faisal Alsubaie,SA52-52359961,SA41250829756202310661454,930.44,SAR,Debit,Amazon.sa,5399,Jeddah,Makkah,Saudi Arabia,2026-05-14,11:23,10.150.60.128,iPhone 14 Pro,fp-835629-317,Mobile App,macOS,1564,1,450,No,No,No,No,No,17,Normal
TXN-000124,REF-202600124,CUST-10124,Ahmed Alenezi,SA10-40293460,SA43497377781935977239081,500000,SAR,Credit,Offshore Digital Goods,5816,Abha,Asir,Saudi Arabia,2026-05-17,09:12,10.248.253.45,New Android Device,fp-638302-397,Chrome,macOS,29,9,180,No,Yes,No,No,Yes,80,Critical
TXN-000125,REF-202600125,CUST-10125,Mohammed Alenezi,SA93-14014346,SA33383320838917007146707,38.3,SAR,Debit,Al Othaim,5411,Riyadh,Riyadh,Saudi Arabia,2026-05-24,06:34,10.149.105.56,iPhone 15,fp-389376-118,Mobile App,iOS,1505,2,3200,No,No,No,No,No,24,Normal
TXN-000126,REF-202600126,CUST-10126,Lama Aldossari,SA91-36264661,SA47297713846053151992464,1280.76,SAR,Transfer,Amazon.sa,5399,Madinah,Madinah,Saudi Arabia,2026-05-04,07:57,10.10.119.12,iPhone 14 Pro,fp-964445-450,Edge,macOS,1655,2,250,No,No,No,No,Yes,16,Normal
TXN-000127,REF-202600127,CUST-10127,Yousef Alshammari,SA39-41084117,SA27884875338128994740817,15000,SAR,Online Payment,Unknown Crypto Exchange,6051,Abha,Asir,Saudi Arabia,2026-06-23,16:32,185.240.92.24,Unknown Desktop,fp-916074-846,Chrome,Android,145,9,2500,Yes,No,Yes,Yes,No,86,Critical
TXN-000128,REF-202600128,CUST-10128,Maha Aldossari,SA46-15991341,SA18235845288709190779576,45000,SAR,Online Payment,Unverified Electronics,5732,Makkah,Makkah,Saudi Arabia,2026-06-11,10:40,185.165.68.96,Emulator,fp-629932-312,Chrome,macOS,40,16,2500,Yes,No,Yes,No,Yes,92,Critical
TXN-000129,REF-202600129,CUST-10129,Noura Alqahtani,SA85-71270355,SA97345945704533364806832,973.03,SAR,Online Payment,Jarir Bookstore,5942,Jeddah,Makkah,Saudi Arabia,2026-07-07,12:10,10.226.2.35,iPhone 14 Pro,fp-619800-725,Safari,Linux,3462,2,1800,No,No,No,No,No,13,Normal
TXN-000130,REF-202600130,CUST-10130,Saad Alharbi,SA28-78804892,SA37845001830467057897078,197.45,AED,Transfer,Amazon.sa,5399,Abha,Asir,Saudi Arabia,2026-05-12,10:22,10.73.227.181,Known Web Browser,fp-830960-380,Mobile App,macOS,2950,4,700,Yes,No,No,No,No,28,Normal
TXN-000131,REF-202600131,CUST-10131,Lama Alqahtani,SA58-88700055,SA38965519618985895875639,177.46,SAR,Credit,Tamimi Markets,5411,Abha,Asir,Saudi Arabia,2026-06-30,16:01,10.166.55.69,iPhone 14 Pro,fp-846610-655,Chrome,Linux,1858,2,3200,No,No,No,No,No,14,Normal
TXN-000132,REF-202600132,CUST-10132,Noura Alghamdi,SA52-17524929,SA13381021332276829988252,51.97,USD,Credit,STC Pay,4829,Madinah,Madinah,Saudi Arabia,2026-06-01,22:42,10.84.149.83,Samsung S24,fp-787299-527,Chrome,Linux,3177,4,3200,No,Yes,No,No,No,35,Normal
TXN-000133,REF-202600133,CUST-10133,Khalid Alotaibi,SA89-15601407,SA67219212841828127008595,874.75,SAR,Credit,Al Othaim,5411,Jeddah,Makkah,Saudi Arabia,2026-05-23,08:50,10.51.168.154,Known Web Browser,fp-185417-377,Chrome,macOS,2274,4,700,No,No,No,No,No,35,Normal
TXN-000134,REF-202600134,CUST-10134,Reem Almutairi,SA51-11654667,SA70358331227916215371166,222.25,AED,Transfer,Noon,5399,Makkah,Makkah,Saudi Arabia,2026-05-15,06:15,10.103.56.34,Alinma Mobile App,fp-435826-112,Safari,macOS,3124,0,450,No,No,No,No,No,33,Normal
TXN-000135,REF-202600135,CUST-10135,Yousef Alharbi,SA97-88329945,SA80577860274710318897516,120000,SAR,ATM Withdrawal,Unknown Crypto Exchange,6051,Jeddah,Makkah,Saudi Arabia,2026-05-29,00:38,185.59.243.14,New Android Device,fp-575958-665,Chrome,Windows 11,67,5,2500,No,Yes,Yes,Yes,Yes,99,Critical
TXN-000136,REF-202600136,CUST-10136,Maha Alotaibi,SA77-13675621,SA74591016315561432200960,3828.11,USD,Credit,Alinma ATM,6011,Riyadh,Riyadh,Saudi Arabia,2026-05-11,13:52,10.14.105.229,iPhone 14 Pro,fp-835173-125,Mobile App,macOS,2358,3,450,No,Yes,No,No,Yes,26,Normal
TXN-000137,REF-202600137,CUST-10137,Saad Alenezi,SA64-47058545,SA19929049751351686294479,235.21,SAR,Online Payment,Apple Store,5732,Khobar,Eastern Province,Saudi Arabia,2026-06-21,09:34,10.103.20.71,Alinma Mobile App,fp-866274-879,Firefox,Windows 11,1801,0,450,No,No,No,No,No,10,Normal
TXN-000138,REF-202600138,CUST-10138,Faisal Alenezi,SA53-49236185,SA67782348463066404306557,75000,SAR,Credit,Unknown Crypto Exchange,6051,Makkah,Makkah,Saudi Arabia,2026-07-10,06:27,185.180.149.170,iPhone 15,fp-656291-248,Chrome,Android,68,18,450,Yes,Yes,Yes,Yes,Yes,99,Critical
TXN-000139,REF-202600139,CUST-10139,Ahmed Alghamdi,SA85-44732933,SA37239389284305525977442,579.08,SAR,ATM Withdrawal,Noon,5399,Madinah,Madinah,Saudi Arabia,2026-06-21,03:14,10.208.232.57,Known Web Browser,fp-160040-918,Chrome,iOS,2277,3,1800,No,Yes,No,No,No,36,Normal
TXN-000140,REF-202600140,CUST-10140,Rania Almutairi,SA53-97937500,SA27897336866557893214444,62.51,SAR,Transfer,Al Othaim,5411,Madinah,Madinah,Saudi Arabia,2026-06-06,07:22,10.172.41.146,Samsung S24,fp-642468-125,Chrome,iOS,2126,3,3200,No,No,No,No,No,19,Normal
TXN-000141,REF-202600141,CUST-10141,Omar Alqahtani,SA81-83197222,SA77496961473311979846405,372.26,SAR,Online Payment,Noon,5399,Khobar,Eastern Province,Saudi Arabia,2026-05-09,01:59,10.211.82.84,Alinma Mobile App,fp-360477-817,Safari,Android,1223,3,1800,No,No,No,No,No,31,Normal
TXN-000142,REF-202600142,CUST-10142,Noura Alotaibi,SA38-31667589,SA59409952580376351957650,4512.31,AED,Debit,Apple Store,5732,Khobar,Eastern Province,Saudi Arabia,2026-06-05,20:05,10.251.80.212,Alinma Mobile App,fp-900709-236,Chrome,macOS,2562,2,1200,No,No,No,No,Yes,39,Normal
TXN-000143,REF-202600143,CUST-10143,Yousef Alharbi,SA30-20001981,SA72462172572504510500291,163.13,SAR,Online Payment,Tamimi Markets,5411,Dhahran,Eastern Province,Saudi Arabia,2026-05-10,15:35,10.61.10.216,Known Web Browser,fp-194784-102,Safari,Linux,2239,1,3200,No,No,No,No,No,20,Normal
TXN-000144,REF-202600144,CUST-10144,Reem Alshammari,SA96-37157539,SA73468649194385059410386,500000,USD,ATM Withdrawal,Tamimi Markets,5411,Jeddah,Makkah,Saudi Arabia,2026-05-23,16:22,10.171.166.66,Emulator,fp-487583-119,Firefox,Android,22,11,450,No,Yes,No,No,Yes,82,Suspicious
TXN-000145,REF-202600145,CUST-10145,Huda Alghamdi,SA89-11459882,SA54897164070628407349866,120000,AED,Online Payment,STC Pay,4829,Dammam,Eastern Province,Saudi Arabia,2026-06-25,13:23,185.141.155.140,New Android Device,fp-165622-759,Mobile App,macOS,145,16,450,No,No,Yes,Yes,Yes,87,Suspicious
TXN-000146,REF-202600146,CUST-10146,Omar Alenezi,SA20-91113324,SA21131458802990383450228,75000,USD,Transfer,Noon,5399,Abha,Asir,Saudi Arabia,2026-06-12,12:48,185.213.66.170,New Android Device,fp-211698-340,Edge,macOS,129,15,2500,Yes,Yes,Yes,Yes,Yes,99,Critical
TXN-000147,REF-202600147,CUST-10147,Noura Alqahtani,SA51-61997572,SA46343153846532146438638,8500,USD,ATM Withdrawal,Al Othaim,5411,Jeddah,Makkah,Saudi Arabia,2026-05-27,09:14,185.148.230.205,Unknown Desktop,fp-563530-426,Edge,Windows 11,137,14,180,Yes,Yes,Yes,No,Yes,97,Critical
TXN-000148,REF-202600148,CUST-10148,Saad Alenezi,SA45-47929882,SA50530689781574370125919,4467.5,SAR,ATM Withdrawal,Apple Store,5732,Khobar,Eastern Province,Saudi Arabia,2026-06-14,21:02,185.249.26.92,iPhone 15,fp-476080-256,Chrome,Android,1397,2,450,No,No,No,Yes,Yes,33,Normal
TXN-000149,REF-202600149,CUST-10149,Abeer Alzahrani,SA95-66437090,SA16694626004468741322835,452.11,SAR,Credit,Jarir Bookstore,5942,Dammam,Eastern Province,Saudi Arabia,2026-06-19,19:12,10.246.112.79,Known Web Browser,fp-550972-207,Chrome,iOS,1108,2,250,No,No,No,No,No,23,Normal
TXN-000150,REF-202600150,CUST-10150,Lama Alharbi,SA69-91261698,SA18187153417802400260717,52.12,SAR,Online Payment,Apple Store,5732,Jeddah,Makkah,Saudi Arabia,2026-05-23,16:33,10.35.51.129,Alinma Mobile App,fp-980233-467,Firefox,iOS,1571,0,1200,No,No,No,No,No,8,Normal
TXN-000151,REF-202600151,CUST-10151,Saad Alzahrani,SA88-88259842,SA51662004818522668761935,113.3,SAR,Credit,Tamimi Markets,5411,Madinah,Madinah,Saudi Arabia,2026-06-29,04:06,10.8.70.207,Samsung S24,fp-213510-408,Edge,macOS,1509,3,1200,No,No,No,No,No,13,Normal
TXN-000152,REF-202600152,CUST-10152,Faisal Aldossari,SA62-77204108,SA58545851030772745972377,1308.3,SAR,ATM Withdrawal,Tamimi Markets,5411,Riyadh,Riyadh,Saudi Arabia,2026-06-03,13:48,185.74.233.134,Known Web Browser,fp-742813-541,Firefox,iOS,2268,0,450,No,No,No,Yes,No,12,Normal
TXN-000153,REF-202600153,CUST-10153,Abdullah Alotaibi,SA93-47583971,SA44146396647327511010531,1443.83,AED,Debit,Apple Store,5732,Abha,Asir,Saudi Arabia,2026-07-03,21:38,10.37.62.25,Known Web Browser,fp-916171-573,Safari,Android,749,0,1200,No,No,No,No,No,10,Normal
TXN-000154,REF-202600154,CUST-10154,Saad Alghamdi,SA86-18209732,SA61251611856885936100871,423.64,USD,ATM Withdrawal,SASCO,5541,Riyadh,Riyadh,Saudi Arabia,2026-07-01,10:12,10.48.192.213,iPhone 14 Pro,fp-576227-555,Safari,Android,1484,0,250,No,No,No,No,No,24,Normal
TXN-000155,REF-202600155,CUST-10155,Omar Alharbi,SA86-67148477,SA84459520296652269105408,676.2,SAR,Credit,Apple Store,5732,Riyadh,Riyadh,Saudi Arabia,2026-05-15,00:58,10.137.129.208,Alinma Mobile App,fp-243883-254,Edge,Windows 11,3017,0,1800,No,No,No,No,No,31,Normal
TXN-000156,REF-202600156,CUST-10156,Faisal Alenezi,SA50-69341714,SA47127712969475487186478,396.46,AED,Online Payment,Jarir Bookstore,5942,Riyadh,Riyadh,Saudi Arabia,2026-05-01,14:26,10.90.191.142,Samsung S24,fp-261466-451,Edge,iOS,3286,1,450,No,No,No,No,No,17,Normal
TXN-000157,REF-202600157,CUST-10157,Ahmed Alzahrani,SA80-97635393,SA69754754931581818911461,125.14,AED,Transfer,Al Othaim,5411,Khobar,Eastern Province,Saudi Arabia,2026-06-08,06:59,10.133.169.67,Known Web Browser,fp-481743-302,Chrome,Windows 11,2526,0,1200,No,No,No,No,No,32,Normal
TXN-000158,REF-202600158,CUST-10158,Sara Alshammari,SA30-38963893,SA14596725894259364265328,3197.49,SAR,Debit,Alinma ATM,6011,Khobar,Eastern Province,Saudi Arabia,2026-06-09,20:05,10.151.73.193,iPhone 14 Pro,fp-444330-506,Edge,Windows 11,2284,4,250,No,No,No,No,Yes,29,Normal
TXN-000159,REF-202600159,CUST-10159,Faisal Alghamdi,SA78-19686342,SA78362947970444090636167,102.74,USD,Transfer,Tamimi Markets,5411,Dammam,Eastern Province,Saudi Arabia,2026-06-14,10:08,10.247.42.9,iPhone 14 Pro,fp-545048-768,Firefox,Windows 11,1381,2,450,No,No,No,No,No,19,Normal
TXN-000160,REF-202600160,CUST-10160,Faisal Alotaibi,SA92-75582091,SA15594344759886419964394,349.52,AED,Transfer,Al Othaim,5411,Riyadh,Riyadh,Saudi Arabia,2026-05-18,11:46,10.217.246.61,Alinma Mobile App,fp-615673-347,Chrome,Linux,2255,4,700,No,Yes,No,No,No,23,Normal
TXN-000161,REF-202600161,CUST-10161,Reem Alharbi,SA59-85421339,SA32462664643108231722120,45000,SAR,Credit,Unverified Electronics,5732,Madinah,Madinah,Saudi Arabia,2026-07-05,13:59,10.133.27.44,New Android Device,fp-850091-396,Edge,Android,57,6,1200,Yes,No,No,No,Yes,87,Critical
TXN-000162,REF-202600162,CUST-10162,Reem Aldossari,SA72-87127391,SA81647532728454863968617,28000,SAR,Transfer,Noon,5399,Makkah,Makkah,Saudi Arabia,2026-05-02,19:41,185.209.118.11,Rooted Device,fp-471107-750,Safari,iOS,160,19,2500,No,Yes,Yes,No,Yes,88,Suspicious
TXN-000163,REF-202600163,CUST-10163,Rania Alghamdi,SA43-62149720,SA67271720365071838493432,81.03,SAR,Debit,Al Othaim,5411,Jeddah,Makkah,Saudi Arabia,2026-05-11,02:51,10.43.93.44,iPhone 15,fp-293768-949,Edge,Windows 11,1999,0,1800,No,No,No,No,No,24,Normal
TXN-000164,REF-202600164,CUST-10164,Faisal Alharbi,SA90-19290334,SA99652859881935029103003,250000,SAR,Credit,Unknown Crypto Exchange,6051,Khobar,Eastern Province,Saudi Arabia,2026-05-28,22:19,10.200.23.9,Rooted Device,fp-812983-207,Mobile App,macOS,142,10,1200,Yes,Yes,No,No,Yes,92,Critical
TXN-000165,REF-202600165,CUST-10165,Noura Alshammari,SA50-37108254,SA39309106656285289669347,38.4,USD,Online Payment,Tamimi Markets,5411,Abha,Asir,Saudi Arabia,2026-05-02,12:04,10.244.165.149,Alinma Mobile App,fp-425824-844,Chrome,Windows 11,3352,1,250,Yes,No,No,No,No,21,Normal
